CODUSU;ANO4;TRIMESTRE;NRO_HOGAR;REALIZADA;REGION;MAS_500;AGLOMERADO;PONDERA;IV1;IV1_ESP;IV2;IV3;IV3_ESP;IV4;IV5;IV6;IV7;IV7_ESP;IV8;IV9;IV10;IV11;IV12_1;IV12_2;IV12_3;II1;II2;II3;II3_1;II4_1;II4_2;II4_3;II5;II5_1;II6;II6_1;II7;II7_ESP;II8;II8_ESP;II9;V1;V2;V21;V22;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19_A;V19_B;IX_TOT;IX_MEN10;IX_MAYEQ10;ITF;DECIFR;IDECIFR;RDECIFR;GDECIFR;PDECIFR;ADECIFR;IPCF;DECCFR;IDECCFR;RDECCFR;GDECCFR;PDECCFR;ADECCFR;PONDIH;VII1_1;VII1_2;VII2_1;VII2_2;VII2_3;VII2_4;TIPO_HOGAR
TQRMNOUSRHJMLSCDEFLID00793677;2024;1;1;1;43;S;5;596;1;;4;1;;4;1;1;1;;1;1;1;2;2;2;2;4;2;2;0;1;1;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;6;1;5;0;12;12;12;12;;12;0;12;12;12;12;;12;0;2;0;98;0;0;0;Extendido
TQRMNOUUWHJMLSCDEFLID00859118;2024;1;1;1;43;S;5;278;2;;2;1;;4;1;1;1;;1;1;2;3;2;2;2;2;2;2;0;1;2;2;2;0;2;0;3;;2;;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;3;0;3;161900;1;1;1;1;;1;53966,67;1;1;1;1;;1;483;1;0;2;3;0;0;Nuclear
TQRMNOQXRHMMLRCDEFLID00798697;2024;1;1;1;43;S;5;332;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;420000;5;5;5;5;;5;140000;4;4;4;4;;4;639;2;0;1;3;0;0;Nuclear
TQRMNOSPYHMLLSCDEGJBF00799625;2024;1;1;1;43;S;13;587;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;1;2;2;2;2;1;1;2;2;2;2;2;2;2;1;0;1;950000;8;9;9;8;;9;950000;10;10;10;10;;10;571;1;0;98;0;0;0;Unipersonal
TQRMNORXRHLOLSCDEGJBF00852933;2024;1;1;1;43;S;13;707;1;;2;1;;2;1;1;1;;1;1;1;2;2;2;2;2;1;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;800000;8;8;8;8;;8;400000;9;9;8;8;;8;770;1;2;98;0;0;0;Nuclear
TQRMNOQTVHJOLQCDEGJBF00799750;2024;1;1;1;43;S;13;596;1;;3;2;;2;2;1;1;;1;1;2;2;2;2;2;3;2;2;0;1;2;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;1;1;2;2;2;2;2;1;1;1;2;1;2;2;2;2;5;1;4;363600;4;4;4;4;;4;72720;2;2;1;2;;1;658;1;4;98;0;0;0;Extendido
TQRMNOSVVHKMLPCDEGJBF00859119;2024;1;1;1;43;S;13;586;2;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;990000;9;9;9;9;;9;495000;9;9;9;9;;9;646;1;2;98;0;0;0;Nuclear
TQRMNORUVHJMLRCDEGJBF00797079;2024;1;1;1;43;S;13;604;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;300000;3;3;3;3;;3;300000;7;8;7;7;;7;645;1;0;98;0;0;0;Unipersonal
TQRMNOQRVHMMLUCDEGJBF00799752;2024;1;1;1;43;S;13;605;2;;2;1;;2;1;1;1;;2;0;0;0;2;2;2;2;2;2;0;1;2;2;2;0;2;0;8;;1;;4;1;1;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;4;0;4;562000;6;7;6;6;;6;140500;4;4;4;4;;3;753;1;2;98;0;0;0;Nuclear
TQRMNOQYQHKOLQCDEGJBF00859120;2024;1;1;1;43;S;13;694;2;;4;1;;9;2;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;5;0;5;1050000;9;9;9;9;;9;210000;6;6;6;6;;5;734;1;2;3;0;0;0;Extendido
TQRMNOSYVHKOLQCDEGJBF00859121;2024;1;1;1;43;S;13;747;2;;1;1;;9;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;600000;6;7;7;6;;7;600000;10;10;10;10;;10;755;1;0;98;0;0;0;Unipersonal
TQRMNOQSVHLMLTCDEGJBF00852920;2024;1;1;1;43;S;13;645;1;;1;1;;2;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;2;;1;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;210000;2;2;2;2;;2;210000;6;6;6;6;;5;706;1;0;98;0;0;0;Unipersonal
TQRMNOQUYHJLLSCDEGJBF00793765;2024;1;1;1;43;S;13;593;1;;5;1;;1;1;1;1;;1;1;1;1;2;2;2;5;4;2;0;1;1;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;5;0;5;1450000;10;10;10;10;;10;290000;7;8;7;7;;7;687;1;0;3;5;0;0;Extendido
TQRMNOTPPHLMNOCDEIJAH00855263;2024;1;1;1;1;S;33;885;2;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;1;1;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;432000;5;;5;5;;5;216000;6;;6;6;;7;1525;2;1;98;0;0;0;Nuclear
TQRMNOTPPHLMKNCDEIOAH00856024;2024;1;1;1;43;N;38;138;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;800000;8;8;8;;8;8;200000;6;6;5;;6;6;186;2;0;98;0;0;0;Nuclear
TQRMNOPXYHMKOMCDEIJAH00859240;2024;1;1;1;1;S;33;5630;1;;5;1;;3;1;1;1;;1;1;1;1;2;2;2;5;4;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;0;12;;12;12;;12;0;12;;12;12;;12;0;2;0;98;0;0;0;Nuclear
TQRMNORQPHLNOUCDEIJAH00859241;2024;1;1;1;1;S;33;2456;1;;2;1;;1;1;1;1;;1;1;1;2;1;1;2;2;1;2;0;1;2;2;2;0;2;0;6;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;1;0;1;0;0;;0;0;;0;0;0;;0;0;;0;2121;1;0;97;0;0;0;Unipersonal
TQRMNOPUUHLONNCDEIJAH00855087;2024;1;1;1;1;S;33;3955;2;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;300000;3;;3;3;;3;100000;3;;2;2;;3;6838;2;0;1;3;0;0;Nuclear
TQRMNOQYRHKMQPCDEIJAH00859242;2024;1;1;1;1;S;33;2518;1;;2;2;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;6;;2;;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;160000;1;;1;1;;1;80000;2;;2;2;;2;3502;1;0;98;0;0;0;Nuclear
TQRMNOPYSHJMSLCDEIJAH00793456;2024;1;1;1;1;S;33;2227;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;1250000;9;;9;9;;9;416666,67;9;;8;9;;9;4332;3;0;98;0;0;0;Nuclear
TQRMNORSUHJMSLCDEIJAH00793458;2024;1;1;1;1;S;33;1919;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;1;2;0;2;0;1;;1;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;0;1;275000;3;;3;3;;3;275000;7;;7;7;;8;2891;1;0;98;0;0;0;Unipersonal
TQRMNOSWVHLOSNCDEIJAH00855193;2024;1;1;1;1;S;33;1622;1;;2;1;;2;2;1;2;;1;2;1;3;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;5;1;4;0;12;;12;12;;12;0;12;;12;12;;12;0;1;0;3;4;0;0;Extendido
TQRMNOSPRHMLPSCDEIJAH00802236;2024;1;1;1;1;S;33;1700;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;0;2;0;12;;12;12;;12;0;12;;12;12;;12;0;2;0;98;0;0;0;Nuclear
TQRMNOQVXHLLQLCDEIJAH00859243;2024;1;1;1;1;S;33;2506;1;;2;1;;3;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;6;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;0;12;;12;12;;12;0;12;;12;12;;12;0;1;0;98;0;0;0;Unipersonal
TQRMNORPYHJKTMCDEIJAH00802314;2024;1;1;1;1;S;33;1524;1;;4;1;;3;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;0;12;;12;12;;12;0;12;;12;12;;12;0;1;0;98;0;0;0;Unipersonal
TQSMNOQQQHJNKTCDEIMBF00793771;2024;1;1;1;43;N;36;152;2;;1;1;;2;1;2;1;;2;0;0;0;2;2;2;1;1;2;0;1;2;2;2;0;2;0;4;;2;;4;1;1;1;1;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;5;3;2;842000;8;8;8;;9;9;168400;5;5;4;;5;5;191;2;0;98;0;0;0;Extendido
TQRMNOUQPHLMKTCDEIMBF00855904;2024;1;1;1;43;N;36;184;2;;1;1;;9;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1240000;9;10;10;;10;10;620000;10;10;10;;10;10;214;1;2;98;0;0;0;Nuclear
TQRMNOSVPHLLKRCDEFOCD00852392;2024;1;1;1;41;N;8;287;1;;3;4;PLASTICO;5;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;2;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;710000;7;8;9;;8;10;236666,67;6;7;8;;7;9;452;2;0;3;0;0;0;Nuclear
TQRMNOPWYHKNKRCDEOHCH00859244;2024;1;1;1;44;N;91;142;2;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;370000;4;4;3;;4;4;185000;5;5;4;;6;4;151;2;0;98;0;0;0;Nuclear
TQRMNOVTRHLOKSCDEOHCH00856133;2024;1;1;1;44;N;91;213;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;300000;3;3;2;;3;3;300000;7;8;6;;8;7;211;1;0;98;0;0;0;Unipersonal
TQRMNOPUXHLMKUCDEOHCH00856137;2024;1;1;1;44;N;91;140;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;6;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;480000;5;6;4;;6;5;480000;9;9;8;;9;9;142;1;0;97;0;0;0;Unipersonal
TQRMNOWYSHLMLPCDEOHCH00859245;2024;1;1;1;44;N;91;189;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;900000;8;9;7;;9;9;450000;9;9;8;;9;9;196;1;0;2;0;0;0;Nuclear
TQRMNOVVVHKMLOCDEOHCH00859246;2024;1;1;1;44;N;91;192;1;;5;1;;4;1;1;1;;1;1;1;1;2;2;2;5;2;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;6;0;6;797000;8;8;7;;8;8;132833,33;4;4;3;;4;3;202;2;0;3;0;0;0;Extendido
TQRMNORQRHKMLQCDEFOCD00859247;2024;1;1;1;41;N;8;291;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;342000;4;4;5;;4;6;171000;5;5;7;;5;8;456;1;0;98;0;0;0;Nuclear
TQSMNOPVSHMMLQCDEFOCD00799122;2024;1;1;1;41;N;8;339;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;6;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;270000;3;3;4;;3;5;67500;1;1;2;;2;3;423;2;0;98;0;0;0;Nuclear
TQRMNORUXHKOLMCDEHLEH00859248;2024;1;1;1;40;N;25;179;1;;2;1;;2;2;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;4;0;4;323500;3;4;4;;4;4;80875;2;2;2;;2;2;218;2;0;98;0;0;0;Nuclear
TQRMNORXUHMOLNCDEHLEH00800879;2024;1;1;1;40;N;25;114;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;1;;2;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;1;0;1;165000;1;1;1;;1;1;165000;5;5;6;;5;7;114;1;0;97;0;0;0;Unipersonal
TQRMNORSSHLMLQCDEHJGH00853959;2024;1;1;1;40;S;23;308;2;;4;4;PLASTIFICADO;9;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;350000;4;4;4;4;;4;87500;2;2;3;2;;3;383;2;0;3;0;0;0;Nuclear
TQRMNOQRPHKNKMCDEGGFB00859375;2024;1;1;1;42;S;10;351;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;1;2;0;2;0;6;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;2;4;2;2;320000;3;3;3;3;;3;80000;2;2;2;2;;2;280;1;2;98;0;0;0;Nuclear
TQRMNORPPHKKKOCDEGGFB00859376;2024;1;1;1;42;S;10;210;1;;4;1;;3;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;1;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;0;2;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;0;97;0;0;0;Nuclear
TQRMNORRTHLLKMCDEFNFF00852318;2024;1;1;1;41;N;7;279;2;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;1;;2;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;160000;1;1;2;;1;1;160000;5;5;6;;5;5;439;96;0;98;0;0;0;Unipersonal
TQRMNOPSUHMLKNCDEFNFF00804177;2024;1;1;1;41;N;7;208;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;0;2;0;0;0;Nuclear
TQRMNOPVSHLOKUCDEGNFJ00853324;2024;1;1;1;44;N;17;179;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;0;98;0;0;0;Unipersonal
TQRMNOQVPHLOLOCDEHPJB00859377;2024;1;1;1;40;S;29;330;2;;2;1;;2;1;1;1;;1;1;1;1;1;2;2;2;1;2;0;1;2;2;2;0;2;0;2;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;250000;2;2;3;2;;3;125000;3;3;5;3;;5;391;2;0;98;0;0;0;Nuclear
TQRMNOQPVHKOKOCDEFKID00859378;2024;1;1;1;43;S;4;805;1;;2;2;;1;1;1;1;;1;2;2;3;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;295000;3;3;3;3;;3;73750;2;2;1;2;;2;930;2;0;98;0;0;0;Nuclear
TQRMNORYWHMMKOCDEFKID00798491;2024;1;1;1;43;S;4;475;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;2;2;510000;6;6;6;6;;6;127500;3;4;3;3;;3;680;1;2;98;0;0;0;Nuclear
TQRMNORUQHJOKPCDEFKID00793693;2024;1;1;1;43;S;4;687;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;1;;2;;1;1;1;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;360000;4;4;4;4;;4;180000;5;5;5;5;;5;926;1;3;98;0;0;0;Nuclear
TQRMNOPQQHKOLTCDEHNHB00859379;2024;1;1;1;42;S;27;419;1;;2;2;;1;2;1;1;;1;1;1;3;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;4;1;3;820000;8;8;8;8;;8;205000;6;6;6;6;;6;481;2;1;98;0;0;0;Nuclear
TQRMNOQRVHKKKOCDEHNHB00859380;2024;1;1;1;42;S;27;54;2;;3;1;;9;1;1;1;;1;1;1;3;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;1;0;1;400000;4;5;4;4;;4;400000;8;9;9;8;;9;68;1;0;98;0;0;0;Unipersonal
TQRMNOTXVHKOKMCDEHNHB00859381;2024;1;1;1;42;S;27;91;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;2;2;2;0;0;0;0;1;;2;;1;1;2;2;2;2;2;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;6;0;6;474000;5;6;5;5;;6;79000;2;2;2;2;;2;103;2;6;98;0;0;0;Extendido
TQRMNOTXWHKOKMCDEHNHB00859382;2024;1;1;1;42;S;27;84;1;;4;1;;1;1;1;1;;1;1;1;2;2;2;2;4;2;2;0;2;2;2;0;0;0;0;6;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;1125000;9;9;9;9;;10;375000;8;9;9;8;;9;88;1;0;2;0;0;0;Nuclear
TQRMNOPUVHLLKMCDEHMHF00854198;2024;1;1;1;42;N;26;179;1;;3;1;;3;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;950000;8;9;9;;9;9;475000;9;9;9;;9;10;207;1;2;98;0;0;0;Nuclear
TQRMNOQVXHJMKMCDEHMHF00800943;2024;1;1;1;42;N;26;174;1;;3;1;;3;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;2;2;2;0;0;0;0;1;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;4;0;4;541300;6;6;6;;6;6;135325;4;4;4;;4;3;208;2;1;3;4;0;0;Nuclear
TQRMNOSSUHJMKMCDEHMHF00793934;2024;1;1;1;42;N;26;157;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;3;0;3;980000;9;9;9;;9;9;326666,67;8;8;8;;8;8;185;2;0;98;0;0;0;Nuclear
TQRMNOQUXHMOKMCDEHMHF00800958;2024;1;1;1;42;N;26;293;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;1;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;5;1;4;750000;8;8;8;;8;7;150000;4;4;4;;5;4;284;2;0;98;0;0;0;Extendido
TQRMNOQWVHLNKPCDEHMHF00854128;2024;1;2;1;42;N;26;295;1;;5;1;;1;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;6;;1;;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;100000;1;1;1;;1;1;33333,33;1;1;1;;1;1;285;1;0;98;0;0;0;Nuclear
TQRMNOQVVHLNKQCDEHMHF00854196;2024;1;1;1;42;N;26;119;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;2;1;2;0;2;0;6;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;700000;7;8;7;;8;7;700000;10;10;10;;10;10;119;1;0;97;0;0;0;Unipersonal
TQRMNOURRHKOKUCDEFNFF00859383;2024;1;1;1;41;N;7;363;1;;3;2;;4;1;1;1;;1;1;1;2;2;2;2;3;2;2;0;1;2;2;2;0;2;0;2;;2;;1;2;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;506500;6;6;7;;6;7;253250;7;7;9;;7;8;434;1;0;98;0;0;0;Nuclear
TQRMNOPPVHKMLPCDEFNFF00859384;2024;1;1;1;41;N;7;228;1;;6;1;;4;1;1;1;;1;1;1;2;2;2;2;6;3;2;0;1;1;1;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;4;0;4;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;0;96;0;0;0;Nuclear
TQRMNOPVWHMOKMCDEHLEH00800869;2024;1;1;1;40;N;25;193;1;;3;2;;1;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;6;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;305000;3;3;3;;3;4;76250;2;2;2;;2;2;213;2;0;98;0;0;0;Nuclear
TQRMNOPQQHJKKMCDEHLEH00793539;2024;1;1;1;40;N;25;163;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;4;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;0;5;594500;6;7;7;;7;8;118900;3;3;4;;3;5;273;2;4;5;0;0;0;Extendido
TQRMNOQRSHKOLMCDEHNHB00859003;2024;1;1;1;42;S;27;333;1;;4;1;;1;1;1;1;;1;1;1;2;2;2;2;4;1;2;0;1;2;2;2;0;2;0;1;;2;;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;160000;1;1;1;1;;1;160000;5;5;5;4;;5;350;1;0;98;0;0;0;Unipersonal
TQTMNORXUHLLLUCDEFKID00851811;2024;1;1;1;43;S;4;984;4;;1;1;;1;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;2;2;2;0;0;0;0;3;;1;;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;190000;2;2;2;1;;2;190000;5;5;5;5;;5;1100;96;0;98;0;0;0;Unipersonal
TQRMNORXUHLLLUCDEFKID00851812;2024;1;3;1;43;S;4;984;3;;1;1;;1;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;2;2;2;0;0;0;0;3;;1;;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;1;2;2;2;2;2;2;1;0;1;100000;1;1;1;1;;1;100000;3;3;2;3;;3;915;96;0;1;0;0;0;Unipersonal
TQSMNORXUHLLLUCDEFKID00851813;2024;1;3;1;43;S;4;984;4;;1;1;;1;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;2;2;2;0;0;0;0;3;;1;;2;1;2;2;2;2;2;2;2;1;2;2;2;1;1;2;2;2;2;2;2;2;2;1;0;1;150000;1;1;1;1;;2;150000;4;4;4;4;;4;1100;96;0;1;0;0;0;Unipersonal
TQRMNORQWHKOKUCDEIHJF00859004;2024;1;1;1;44;N;31;150;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;230000;2;2;2;;2;1;230000;6;7;5;;7;4;154;1;0;98;0;0;0;Unipersonal
TQRMNOUPXHMOKMCDEIHJF00801570;2024;1;1;1;44;N;31;264;1;;5;1;;4;1;1;1;;1;1;1;1;2;2;2;5;2;1;1;2;2;2;0;0;0;0;2;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;1;4;2500000;10;10;10;;10;10;500000;9;9;9;;10;8;272;2;0;1;0;0;0;Extendido
