CODUSU;ANO4;TRIMESTRE;NRO_HOGAR;REALIZADA;REGION;MAS_500;AGLOMERADO;PONDERA;IV1;IV1_ESP;IV2;IV3;IV3_ESP;IV4;IV5;IV6;IV7;IV7_ESP;IV8;IV9;IV10;IV11;IV12_1;IV12_2;IV12_3;II1;II2;II3;II3_1;II4_1;II4_2;II4_3;II5;II5_1;II6;II6_1;II7;II7_ESP;II8;II8_ESP;II9;V1;V2;V21;V22;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19_A;V19_B;IX_TOT;IX_MEN10;IX_MAYEQ10;ITF;DECIFR;IDECIFR;RDECIFR;GDECIFR;PDECIFR;ADECIFR;IPCF;DECCFR;IDECCFR;RDECCFR;GDECCFR;PDECCFR;ADECCFR;PONDIH;VII1_1;VII1_2;VII2_1;VII2_2;VII2_3;VII2_4;TIPO_HOGAR;DENSIDAD_HOGAR
TQRMNOPXWHJMSTCDEIJAH00801900;2024;1;1;1;1;S;33;3704;1;;2;1;;4;1;1;1;;1;1;1;1;2;1;2;2;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;2;2;2;7;4;3;285000;3;;3;3;;3;40714,29;1;;1;1;;1;6095;2;0;3;0;0;0;Extendido;ALTO
TQRMNORTWHJMSTCDEIJAH00793919;2024;1;1;1;1;S;33;3728;2;;3;1;;2;2;1;1;;1;1;2;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;6;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;5;1;4;350000;4;;4;4;;4;70000;2;;2;2;;2;5744;1;0;98;0;0;0;Extendido;MEDIO
TQRMNOSYQHMMLMCDEFNFF00798961;2024;1;1;1;41;N;7;351;2;;3;1;;4;1;1;1;;1;1;1;2;2;2;2;3;1;2;0;1;2;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;160000;1;1;2;;1;1;80000;2;2;2;;2;2;548;1;0;2;0;0;0;Nuclear;BAJO
TQRMNOPPTHKMLPCDEFNFF00860541;2024;1;1;1;41;N;7;211;1;;3;1;;4;1;1;1;;1;1;1;2;2;2;2;3;2;2;0;1;1;2;2;0;2;0;8;;2;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;1;1;2;2;2;4;0;4;464000;5;5;7;;6;6;116000;3;3;4;;3;3;318;1;0;3;0;0;0;Nuclear;MEDIO
TQRMNOPTXHMMLOCDEFNFF00798940;2024;1;1;1;41;N;7;239;1;;4;1;;4;1;1;1;;1;1;1;2;2;2;2;4;3;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;0;5;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;0;1;5;0;0;Extendido;MEDIO
TQRMNOQVSHJOKMCDEGNFJ00794583;2024;1;1;1;44;N;17;201;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;2;2;2;0;0;0;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;4;1;3;1500000;10;10;9;;10;9;375000;8;9;7;;9;7;336;1;0;98;0;0;0;Nuclear;MEDIO
TQRMNOQTPHJNLQCDEHMHF00794230;2024;1;1;1;42;N;26;132;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;780000;8;8;8;;8;8;390000;8;9;9;;9;9;137;1;4;98;0;0;0;Nuclear;MEDIO
TQRMNORQYHJNKMCDEHGHJ00795064;2024;1;1;1;44;N;20;102;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;1;2;2;2;2;4;0;4;1180000;9;10;9;;10;9;295000;7;8;6;;8;7;205;3;0;4;0;0;0;Nuclear;MEDIO
TQRMNOSSXHMLKOCDEHGHJ00800503;2024;1;1;1;44;N;20;152;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;600000;7;7;6;;7;6;300000;8;8;6;;8;7;290;2;0;98;0;0;0;Nuclear;BAJO
TQRMNOQSVHJOKNCDEHPJB00794783;2024;1;1;1;40;S;29;319;1;;1;3;;4;1;2;1;;1;2;2;2;2;2;2;1;1;2;0;1;1;2;2;0;2;0;2;;2;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;4;0;4;0;12;12;12;12;;12;0;12;12;12;12;;12;0;3;0;4;0;0;0;Nuclear;ALTO
TQRMNOSSSHJOKOCDEHPJB00794827;2024;1;1;1;40;S;29;424;1;;5;1;;4;1;1;1;;1;1;1;2;2;2;2;5;4;2;0;1;1;2;2;0;2;0;2;;2;;1;1;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;6;1;5;0;12;12;12;12;;12;0;12;12;12;12;;12;0;2;0;4;0;0;0;Extendido;MEDIO
TQRMNOSSTHJLLMCDEIMBF00860542;2024;1;1;1;43;N;36;274;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;390000;4;4;4;;4;4;195000;5;6;5;;6;6;322;97;0;98;0;0;0;Nuclear;BAJO
TQRMNOQURHKNLLCDEIMBF00860543;2024;1;1;1;43;N;36;143;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;2;1;2;0;2;0;1;;1;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;555000;6;6;6;;7;7;185000;5;5;5;;6;5;169;1;0;98;0;0;0;Nuclear;BAJO
TQRMNOPRWHMLLOCDEIMBF00802813;2024;1;1;1;43;N;36;142;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;3;0;3;1085000;9;9;9;;9;9;361666,67;8;9;8;;9;8;185;3;0;98;0;0;0;Nuclear;MEDIO
TQRMNOPRTHJMLOCDEIMBF00797580;2024;1;1;1;43;N;36;125;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;424000;5;5;5;;5;5;212000;6;6;6;;6;6;167;1;2;98;0;0;0;Nuclear;BAJO
TQRMNOQQRHJMLPCDEIMBF00797581;2024;1;1;1;43;N;36;136;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;3;0;3;172000;1;1;1;;1;1;57333,33;1;1;1;;1;1;148;2;3;98;0;0;0;Nuclear;MEDIO
TQRMNOPTYHKMLOCDEIMBF00860544;2024;1;1;1;43;N;36;163;1;;1;1;;1;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;300000;3;3;3;;3;3;300000;8;8;7;;8;8;192;1;0;98;0;0;0;Unipersonal;MEDIO
TQRMNOPXWHKMLPCDEIMBF00860545;2024;1;1;1;43;N;36;127;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;3;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;2;0;2;247000;2;2;2;;3;3;123500;3;3;3;;4;3;140;1;2;98;0;0;0;Nuclear;BAJO
TQRMNOSQSHKMLPCDEIMBF00860546;2024;1;1;1;43;N;36;208;2;;1;1;;1;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;650000;7;7;7;;7;8;216666,67;6;6;6;;7;6;256;2;0;98;0;0;0;Nuclear;ALTO
TQRMNOSTYHLLKRCDEFOCD00852391;2024;1;1;1;41;N;8;276;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;550000;6;6;8;;7;9;275000;7;7;9;;8;10;359;1;0;98;0;0;0;Nuclear;BAJO
TQRMNOQUXHJMKTCDEFOCD00798063;2024;1;1;1;41;N;8;227;2;;2;1;;2;1;1;1;;1;2;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;234000;2;2;3;;2;4;78000;2;2;2;;2;3;244;1;0;2;0;0;0;Nuclear;MEDIO
TQRMNOPXQHKOLLCDEFOCD00860651;2024;1;1;1;41;N;8;177;2;;2;1;;4;1;1;1;;1;1;1;2;2;2;2;2;2;2;0;1;1;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;2;1;495000;5;6;7;;6;8;165000;5;5;6;;5;8;173;1;0;98;0;0;0;Nuclear;MEDIO
TQRMNOUTUHJOKPCDEGIBJ00797586;2024;1;1;1;41;N;12;485;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;1;;2;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;260000;2;3;4;;3;3;130000;4;4;5;;4;4;504;1;0;2;0;0;0;Nuclear;MEDIO
TQRMNORYQHLLKPCDEHIBB00860652;2024;1;1;1;40;N;22;109;2;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;1;2;2;2;2;3;0;3;575000;6;7;7;;7;7;191666,67;5;6;7;;6;7;138;1;2;3;0;0;0;Nuclear;MEDIO
TQRMNORPTHKMKRCDEHIBB00860653;2024;1;1;1;40;N;22;105;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;1;1;1;1;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;250000;2;3;3;;3;3;83333,33;2;2;3;;2;3;100;1;0;2;0;0;0;Nuclear;MEDIO
TQRMNORWYHMKKRCDEHIBB00805781;2024;1;2;1;40;N;22;130;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;0;2;1180000;9;10;10;;10;10;590000;10;10;10;;10;10;163;1;0;98;0;0;0;Nuclear;BAJO
TQRMNOQVRHLOKSCDEHIBB00853715;2024;1;1;1;40;N;22;150;1;;2;1;;2;1;1;1;;1;2;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;1;5;381000;4;4;5;;4;5;63500;1;1;2;;1;1;146;1;0;2;4;0;0;Extendido;ALTO
TQRMNOTRPHMMKPCDEIOAH00802912;2024;1;1;1;43;N;38;114;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;1;2;0;2;0;4;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;458000;5;5;5;;5;5;229000;6;7;6;;7;7;166;1;3;98;0;0;0;Nuclear;MEDIO
TQRMNOSSSHLLKPCDEIOAH00856008;2024;1;1;1;43;N;38;107;2;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;2;3;0;0;0;Nuclear;MEDIO
TQRMNOSRYHJMKQCDEIOAH00793983;2024;1;1;1;43;N;38;114;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;4;500000;6;6;6;;6;6;100000;2;3;2;;3;3;158;2;0;98;0;0;0;Extendido;MEDIO
TQRMNOQXRHMMKQCDEIOAH00802927;2024;1;1;1;43;N;38;125;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;2;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;0;12;12;12;;12;12;0;12;12;12;;12;12;0;3;0;98;0;0;0;Unipersonal;BAJO
TQRMNOQUXHJNKSCDEIOAH00793984;2024;1;1;1;43;N;38;118;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;4;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;0;7;1527000;10;10;10;;10;10;218142,86;6;6;6;;7;6;192;2;6;98;0;0;0;Extendido;MEDIO
TQRMNOQUPHMMMMCDEGJBF00799679;2024;1;1;1;43;S;13;583;2;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;2;0;2;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;2;98;0;0;0;Nuclear;BAJO
TQRMNOSXYHMLMNCDEGJBF00799639;2024;1;1;1;43;S;13;592;1;;4;1;;3;1;1;1;;1;1;1;2;2;2;2;4;3;2;0;1;1;1;2;0;2;0;4;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;2;3;4;0;0;Nuclear;MEDIO
TQRMNOPXVHKLLTCDEGJBF00860654;2024;1;1;1;43;S;13;582;2;;2;1;;2;1;1;1;;1;1;1;2;2;2;2;2;1;2;0;1;1;2;2;0;2;0;3;;1;;1;2;2;2;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;0;2;460000;5;5;5;5;;5;230000;6;7;6;6;;6;584;2;0;1;0;0;0;Nuclear;MEDIO
TQRMNOQRQHMMMOCDEGJBF00799672;2024;1;1;1;43;S;13;570;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;3;0;3;370000;4;4;4;4;;4;123333,33;3;3;3;3;;3;635;1;0;2;3;0;0;Nuclear;MEDIO
TQRMNOPPVHKOMLCDEGJBF00860655;2024;1;1;1;43;S;13;690;1;;4;1;;2;1;1;1;;1;1;1;2;2;2;2;4;3;2;0;1;2;2;2;0;2;0;9;ESTA EN PAGO DEMORADO;2;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;1;2;2;2;2;6;3;3;1502500;10;10;10;10;;10;250416,67;7;7;6;7;;6;727;1;0;98;0;0;0;Extendido;MEDIO
TQRMNOQXTHLOMNCDEGJBF00852858;2024;1;1;1;43;S;13;707;1;;2;1;;1;1;1;1;;1;1;1;2;2;2;2;2;1;2;0;1;1;2;2;0;2;0;4;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;4;0;4;285000;3;3;3;3;;2;71250;2;2;1;2;;1;760;1;2;98;0;0;0;Nuclear;MEDIO
TQRMNOPVQHKNMOCDEGJBF00860656;2024;1;1;1;43;S;13;564;1;;5;2;;2;1;1;1;;1;1;1;3;2;2;2;5;2;1;1;1;1;2;2;0;2;0;4;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;398000;4;4;4;4;;4;199000;5;6;5;5;;5;558;1;0;2;0;0;0;Nuclear;BAJO
TQRMNORXPHKNMOCDEGJBF00860657;2024;1;1;1;43;S;13;540;2;;3;1;;2;1;1;1;;1;1;1;2;2;2;2;3;1;2;0;1;1;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;2300000;10;10;10;10;;10;1150000;10;10;10;10;;10;536;1;0;2;0;0;0;Nuclear;BAJO
TQRMNOQSVHLMMOCDEGJBF00860658;2024;1;1;1;43;S;13;637;1;;4;2;;2;1;1;1;;1;1;1;3;2;2;2;4;1;1;2;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;2;2;2;1;0;1;175000;1;1;1;1;;1;175000;5;5;5;5;;4;693;1;0;98;0;0;0;Unipersonal;BAJO
TQRMNOSSXHJMKSCDEIHJF00796932;2024;1;1;1;44;N;31;108;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;1000000;9;9;8;;9;8;1000000;10;10;10;;10;10;111;2;0;98;0;0;0;Unipersonal;BAJO
TQRMNOTPSHLOLSCDEFKID00860331;2024;1;1;1;43;S;4;742;1;;4;1;;4;1;1;1;;1;1;1;2;2;2;2;4;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;0;2;550000;6;6;6;6;;6;275000;7;7;7;7;;7;1058;1;0;98;0;0;0;Nuclear;BAJO
TQRMNOQVWHJMKPCDEGJBF00796639;2024;1;1;1;43;S;13;659;1;;4;1;;2;1;1;1;;1;1;1;2;2;2;2;4;2;1;1;1;2;1;2;0;2;0;4;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;4;0;4;570000;6;7;6;6;;6;142500;4;4;4;4;;3;742;2;0;1;0;0;0;Nuclear;MEDIO
TQRMNOQRUHMNKQCDEGJBF00799825;2024;1;1;1;43;S;13;553;1;;2;1;;1;1;1;1;;1;1;1;2;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;2;0;2;679000;7;7;7;7;;7;339500;8;8;8;8;;8;563;1;2;98;0;0;0;Nuclear;MEDIO
TQRMNOSRRHLMKUCDEGJBF00852848;2024;1;1;1;43;S;13;504;2;;4;1;;9;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;5;0;5;1550000;10;10;10;10;;10;310000;8;8;7;7;;7;584;1;3;5;0;0;0;Extendido;MEDIO
TQRMNOPRYHMOLLCDEIMBF00802901;2024;1;1;1;43;N;36;189;1;;1;2;;4;2;1;1;;2;0;0;0;2;1;1;1;1;2;0;2;2;2;0;0;0;0;2;;2;;4;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;397000;4;4;4;;5;5;99250;2;3;2;;3;2;197;1;0;98;0;0;0;Nuclear;ALTO
TQRMNORPRHLLKSCDEIMBF00855880;2024;1;1;1;43;N;36;452;2;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;1;2;0;2;0;6;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;0;98;0;0;0;Nuclear;MEDIO
TQRMNORSWHKMLPCDEIMBF00860332;2024;1;1;1;43;N;36;157;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;202000;2;2;2;;2;2;101000;3;3;2;;3;2;220;1;2;98;0;0;0;Nuclear;BAJO
TQRMNOUSUHKOLPCDEGIBJ00860333;2024;1;1;1;41;N;12;311;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;1;1;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;5;1;4;380649;4;4;6;;4;4;76129,8;2;2;2;;2;2;285;2;0;1;3;0;0;Extendido;MEDIO
TQRMNOPSRHMNKTCDEHPJB00801377;2024;1;1;1;40;S;29;376;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;4;2;0;1;1;2;2;0;2;0;6;;2;;1;1;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;3;0;3;190000;2;2;2;1;;2;63333,33;1;1;2;1;;2;424;2;0;3;0;0;0;Nuclear;BAJO
TQRMNOTYWHLOKUCDEHGHJ00853654;2024;1;1;1;44;N;20;257;2;;3;1;;4;1;1;1;;1;1;1;1;1;2;2;3;2;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;738000;8;8;6;;8;7;246000;7;7;5;;7;6;245;1;0;98;0;0;0;Nuclear;MEDIO
TQRMNOPTUHKMLNCDEHGHJ00860334;2024;1;1;1;44;N;20;113;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;0;1;0;0;0;Nuclear;BAJO
TQRMNORSWHMMLNCDEHPJB00801370;2024;1;1;1;40;S;29;422;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;1570000;10;10;10;10;;10;523333,33;9;10;10;9;;10;553;1;0;3;0;0;0;Nuclear;BAJO
TQRMNOQWRHMKLQCDEHPJB00801373;2024;1;1;1;40;S;29;460;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;0;0;0;0;0;;0;0;0;0;0;0;;0;466;1;2;98;0;0;0;Nuclear;BAJO
TQRMNOQUTHKOKRCDEOJAH00860335;2024;1;1;1;44;N;93;58;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;510000;6;6;5;;6;5;255000;7;7;5;;7;6;61;1;0;98;0;0;0;Nuclear;MEDIO
TQRMNOQWWHMOKNCDEHIBB00800605;2024;1;1;1;40;N;22;129;1;;3;1;;3;1;1;2;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;3;1;2;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;0;98;0;0;0;Nuclear;MEDIO
TQRMNOPXVHKKKQCDEFKID00860336;2024;1;1;1;43;S;4;1693;2;;5;1;;9;1;1;1;;1;1;1;1;2;2;2;5;1;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;0;12;12;12;12;;12;0;12;12;12;12;;12;0;2;1;98;0;0;0;Nuclear;BAJO
TQRMNOSYYHLMRQCDEIJAH00855165;2024;1;1;1;1;S;33;2450;1;;4;1;;2;1;1;2;;1;1;1;2;1;1;2;4;3;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;1;5;0;12;;12;12;;12;0;12;;12;12;;12;0;2;0;3;4;5;0;Extendido;MEDIO
TQRMNORQPHJMTRCDEIJAH00793354;2024;1;1;1;1;S;33;1882;1;;2;1;;2;1;1;2;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;1;5;0;12;;12;12;;12;0;12;;12;12;;12;0;2;3;98;0;0;0;Extendido;ALTO
TQSMNOQSVHMOTSCDEIJAH00860337;2024;1;1;1;1;S;33;1250;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;2;2;2;0;0;0;0;2;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;1;2;2;2;2;0;2;0;12;;12;12;;12;0;12;;12;12;;12;0;1;2;98;0;0;0;Nuclear;BAJO
TQRMNOQYWHMMTTCDEIJAH00807651;2024;1;1;1;1;S;33;2689;1;;2;2;;4;2;1;1;;1;1;2;1;2;1;2;2;1;2;0;1;1;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;1;2;265000;3;;2;2;;3;88333,33;2;;2;2;;2;3769;1;0;98;0;0;0;Nuclear;MEDIO
TQRMNOQVQHLNKNCDEFIAH00856352;2024;1;1;1;43;S;2;1401;1;;2;1;;1;1;1;1;;1;1;1;1;1;2;2;2;1;1;1;1;2;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;1;1;2;2;2;2;0;2;450000;5;5;5;5;;4;225000;6;6;6;6;;5;1076;1;0;98;0;0;0;Nuclear;MEDIO
TQRMNORQRHMMLOCDEGGFB00804586;2024;1;1;1;42;S;10;383;1;;3;1;;4;2;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;0;98;0;0;0;Unipersonal;BAJO
TQRMNOTUXHJMLOCDEGGFB00797234;2024;1;2;1;42;S;10;316;2;;1;1;;9;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;1;;1;2;1;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;412000;5;5;5;5;;5;412000;9;9;9;8;;9;378;1;0;98;0;0;0;Unipersonal;MEDIO
